0.0,0.5093298
10.0,0.4529555
20.0,0.4961926
30.0,0.4934007
40.0,0.5099714
50.0,0.551657
60.0,0.5574037
70.0,0.5532984
80.0,0.574236
90.0,0.5132652
100.0,0.4581698
110.0,0.4735878
120.0,0.4723769
130.0,0.463695
140.0,0.4779127
150.0,0.5276942
160.0,0.5596252
170.0,0.5463529
180.0,0.4612654
190.0,0.5248893
200.0,0.4919831
210.0,0.5338458
220.0,0.5339102
230.0,0.5564147
240.0,0.5629334
250.0,0.5095855
260.0,0.5229423
270.0,0.4640708
280.0,0.4924337
290.0,0.5516319
300.0,0.5137298
310.0,0.4749885
320.0,0.4739685
330.0,0.4641472
340.0,0.4887047
350.0,0.4586718
360.0,0.4375668
370.0,0.5202569
380.0,0.5115026
390.0,0.5092666
400.0,0.4932954
410.0,0.4248844
420.0,0.4289037
430.0,0.4536524
440.0,0.4430941
450.0,0.4321327
460.0,0.4747806
470.0,0.4694957
480.0,0.4548261
490.0,0.5136653
500.0,0.5260985
510.0,0.5166246
520.0,0.5322275
530.0,0.4998854
540.0,0.5105194
550.0,0.4985725
560.0,0.4650113
570.0,0.4776766
580.0,0.4762524
590.0,0.5050363
600.0,0.5041112
610.0,0.4755526
620.0,0.4464433
630.0,0.4949058
640.0,0.4809838
650.0,0.4774683
660.0,0.4549845
670.0,0.5018103
680.0,0.4831575
690.0,0.4855559
700.0,0.5185185
710.0,0.4510669
720.0,0.4944645
730.0,0.5076142
740.0,0.4940002
750.0,0.4592525
760.0,0.4588493
770.0,0.4687589
780.0,0.4785124
790.0,0.4651839
800.0,0.5105755
810.0,0.4730794
820.0,0.440633
830.0,0.4134696
840.0,0.4516423
850.0,0.4932372
860.0,0.5276026
870.0,0.5080467
880.0,0.4645728
890.0,0.5194162
900.0,0.5139485
910.0,0.5104207
920.0,0.5254976
930.0,0.5021968
940.0,0.5394157
950.0,0.5481673
960.0,0.5260038
970.0,0.5408008
980.0,0.5825677
990.0,0.5692146
1000.0,0.5834757
1010.0,0.565033
1020.0,0.5197345
1030.0,0.5564566
1040.0,0.5283968
1050.0,0.4943561
1060.0,0.5223328
1070.0,0.5018257
1080.0,0.5186158
1090.0,0.4997789
1100.0,0.5040549
1110.0,0.4814004
1120.0,0.4468229
1130.0,0.4457654
1140.0,0.4976945
1150.0,0.5149075
1160.0,0.4369749
1170.0,0.4716765
1180.0,0.4745931
1190.0,0.4796608
1200.0,0.4839691
1210.0,0.4504899
1220.0,0.4530801
1230.0,0.4280334
1240.0,0.5141158
1250.0,0.5283313
1260.0,0.522072
1270.0,0.522056
1280.0,0.5449305
1290.0,0.5056394
1300.0,0.5041825
1310.0,0.541411
1320.0,0.5403594
1330.0,0.5074897
1340.0,0.5117812
1350.0,0.5522152
1360.0,0.5840508
1370.0,0.5660708
1380.0,0.5229348
1390.0,0.4655294
1400.0,0.479091
1410.0,0.5142524
1420.0,0.5363757
1430.0,0.5269092
1440.0,0.512911
1450.0,0.5475596
1460.0,0.5466446
1470.0,0.4959412
1480.0,0.4985775
1490.0,0.4856127
1500.0,0.5288249
1510.0,0.4605945
1520.0,0.4907517
1530.0,0.485615
1540.0,0.4620629
1550.0,0.4378015
1560.0,0.4928098
1570.0,0.483461
1580.0,0.4988346
1590.0,0.5129423
1600.0,0.5645599
1610.0,0.5771149
1620.0,0.5760463
1630.0,0.5300274
1640.0,0.5414984
1650.0,0.5497338
1660.0,0.5836292
1670.0,0.5580322
1680.0,0.5090793
1690.0,0.4869672
1700.0,0.5320667
1710.0,0.5205008
1720.0,0.5182049
1730.0,0.4785445
1740.0,0.5269924
1750.0,0.5459695
1760.0,0.5542113
1770.0,0.505023
1780.0,0.5726862
1790.0,0.5782928
1800.0,0.5691414
1810.0,0.5774046
1820.0,0.4853171
1830.0,0.5078446
1840.0,0.5584664
1850.0,0.4775746
1860.0,0.4449455
1870.0,0.5221199
1880.0,0.5092987
1890.0,0.527831
1900.0,0.508797
1910.0,0.5215209
1920.0,0.5616874
1930.0,0.5245981
1940.0,0.5199255
1950.0,0.534549
1960.0,0.5214203
1970.0,0.5411387
1980.0,0.5701604
1990.0,0.5556424
2000.0,0.5275145
2010.0,0.5463806
2020.0,0.4983169
2030.0,0.4851458
2040.0,0.4913068
2050.0,0.5479597
2060.0,0.5346012
2070.0,0.4735484
2080.0,0.5129636
2090.0,0.5198002
2100.0,0.5350178
2110.0,0.5134758
2120.0,0.4986137
2130.0,0.4908035
2140.0,0.5472744
2150.0,0.5133359
2160.0,0.5037862
2170.0,0.4694142
2180.0,0.5137859
2190.0,0.4876188
2200.0,0.4754509
2210.0,0.5017851
2220.0,0.4988054
2230.0,0.5686936
2240.0,0.6219321
2250.0,0.6662489
2260.0,0.6371754
2270.0,0.6993167
2280.0,0.7120126
2290.0,0.6681487
2300.0,0.6686251
2310.0,0.6261777
2320.0,0.6211768
2330.0,0.5808189
2340.0,0.5840532
